Date,Open,High,Low,Close,Adj Close,Volume
17-01-2020,179.5,180.899994,175.800003,176.949997,176.949997,14452871
20-01-2020,175,180.199997,173.25,179.300003,179.300003,19944796
21-01-2020,177,186.949997,176.399994,185.800003,185.800003,30489750
22-01-2020,185.899994,186.199997,177.5,179.149994,179.149994,19443219
23-01-2020,179.399994,181.199997,177.5,180,180,11413774
24-01-2020,179.399994,189.800003,178.949997,188.949997,188.949997,19856058
27-01-2020,181,186,177.649994,178.699997,178.699997,24954268
28-01-2020,179.800003,180.850006,173.199997,175.5,175.5,19420336
29-01-2020,178.949997,181,170.600006,174.949997,174.949997,23683887
30-01-2020,176,181.899994,172.350006,175.649994,175.649994,33407995
31-01-2020,178,178.300003,172.600006,175.899994,175.899994,15207085
03-02-2020,166,175.949997,161.699997,174.850006,174.850006,23272332
04-02-2020,176,184.800003,173.75,183.399994,183.399994,21437184
05-02-2020,183.399994,192.949997,181.899994,190.100006,190.100006,20048729
06-02-2020,192.149994,198.75,191.199997,197.75,197.75,28812959
07-02-2020,195.5,202.25,194.800003,197.800003,197.800003,22908839
10-02-2020,196.5,196.699997,190.399994,193.199997,193.199997,14810988
11-02-2020,197.699997,202.399994,195.050003,196.300003,196.300003,18730237
12-02-2020,198.699997,199.25,194,197,197,12307478
13-02-2020,196.5,197.25,192.649994,193.899994,193.899994,8746026
14-02-2020,192.899994,197.649994,189.399994,190.5,190.5,14340696
17-02-2020,192.5,193.399994,188.850006,190.399994,190.399994,12487268
18-02-2020,188.699997,189.300003,181.699997,185.25,185.25,14228234
19-02-2020,188,189.5,184,188.050003,188.050003,9801115
20-02-2020,187.5,195.899994,185.800003,193.399994,193.399994,16689454
24-02-2020,190.399994,190.399994,172.850006,174.899994,174.899994,19898510
25-02-2020,179.949997,182.699997,175.350006,179,179,19983174
26-02-2020,172.050003,175.800003,169.149994,170.149994,170.149994,25605939
27-02-2020,170,170,164.550003,168.350006,168.350006,21185744
28-02-2020,158,162.199997,146.300003,153.899994,153.899994,22939235
02-03-2020,161.100006,163.949997,149.449997,153.350006,153.350006,24188438
03-03-2020,158,162.199997,155.350006,160.649994,160.649994,25472220
04-03-2020,161,162.5,148.100006,154.25,154.25,24252742
05-03-2020,156.800003,159.800003,152.800003,154.399994,154.399994,18929214
06-03-2020,140,149.25,140,146.300003,146.300003,17133704
09-03-2020,141.25,142,126.550003,131.199997,131.199997,21051651
